,ID,name,lat,long,ws,cp,year,day,cat
0,371,NOT NAMED,15.0,-42.1,35,0,1900,0.0,TROPICAL STORM
1,371,NOT NAMED,15.2,-43.4,35,0,1900,0.0,TROPICAL STORM
2,371,NOT NAMED,15.3,-44.7,35,0,1900,0.0,TROPICAL STORM
3,371,NOT NAMED,15.4,-45.6,35,0,1900,0.0,TROPICAL STORM
4,371,NOT NAMED,15.6,-46.6,35,0,1900,0.0,TROPICAL STORM
5,371,NOT NAMED,15.8,-47.9,35,0,1900,0.0,TROPICAL STORM
6,371,NOT NAMED,16.0,-49.1,35,0,1900,0.0,TROPICAL STORM
7,371,NOT NAMED,16.1,-50.3,35,0,1900,0.0,TROPICAL STORM
8,371,NOT NAMED,16.3,-51.4,35,0,1900,0.0,TROPICAL STORM
9,371,NOT NAMED,16.4,-52.4,35,0,1900,0.0,TROPICAL STORM
10,371,NOT NAMED,16.5,-53.7,40,0,1900,0.0,TROPICAL STORM
11,371,NOT NAMED,16.6,-55.1,40,0,1900,0.0,TROPICAL STORM
12,371,NOT NAMED,16.8,-56.6,40,0,1900,0.0,TROPICAL STORM
13,371,NOT NAMED,16.9,-58.0,40,0,1900,0.0,TROPICAL STORM
14,371,NOT NAMED,17.0,-59.3,45,0,1900,0.0,TROPICAL STORM
15,371,NOT NAMED,17.0,-60.6,45,0,1900,0.0,TROPICAL STORM
16,371,NOT NAMED,17.1,-61.9,45,0,1900,0.0,TROPICAL STORM
17,371,NOT NAMED,17.2,-63.3,45,0,1900,0.0,TROPICAL STORM
18,371,NOT NAMED,17.3,-64.7,45,0,1900,0.0,TROPICAL STORM
19,371,NOT NAMED,17.4,-65.6,45,0,1900,0.0,TROPICAL STORM
20,371,NOT NAMED,17.5,-66.4,45,0,1900,0.0,TROPICAL STORM
21,371,NOT NAMED,17.6,-67.4,45,0,1900,0.0,TROPICAL STORM
22,371,NOT NAMED,17.7,-68.3,45,0,1900,0.0,TROPICAL STORM
23,371,NOT NAMED,18.0,-69.2,40,0,1900,0.0,TROPICAL STORM
24,371,NOT NAMED,18.3,-70.3,40,0,1900,0.0,TROPICAL STORM
25,371,NOT NAMED,18.7,-71.3,35,0,1900,0.0,TROPICAL STORM
26,371,NOT NAMED,19.0,-72.3,35,0,1900,0.0,TROPICAL STORM
27,371,NOT NAMED,19.3,-73.2,35,0,1900,0.0,TROPICAL STORM
28,371,NOT NAMED,19.5,-74.1,35,0,1900,0.0,TROPICAL STORM
29,371,NOT NAMED,19.7,-75.0,35,0,1900,0.0,TROPICAL STORM
30,371,NOT NAMED,20.0,-76.0,35,0,1900,0.0,TROPICAL STORM
31,371,NOT NAMED,20.3,-76.6,35,0,1900,0.0,TROPICAL STORM
32,371,NOT NAMED,20.6,-77.2,35,0,1900,0.0,TROPICAL STORM
33,371,NOT NAMED,21.0,-77.7,35,0,1900,0.0,TROPICAL STORM
34,371,NOT NAMED,21.3,-78.3,35,0,1900,0.0,TROPICAL STORM
35,371,NOT NAMED,21.6,-78.9,35,0,1900,0.0,TROPICAL STORM
36,371,NOT NAMED,22.0,-79.5,35,0,1900,0.0,TROPICAL STORM
37,371,NOT NAMED,22.4,-80.1,35,0,1900,0.0,TROPICAL STORM
38,371,NOT NAMED,23.0,-80.7,45,0,1900,0.0,TROPICAL STORM
39,371,NOT NAMED,23.5,-81.5,55,0,1900,0.0,TROPICAL STORM
40,371,NOT NAMED,24.1,-82.3,60,0,1900,0.0,TROPICAL STORM
41,371,NOT NAMED,24.8,-83.2,65,0,1900,0.0,HURRICANE-1
42,371,NOT NAMED,25.5,-84.1,75,0,1900,0.0,HURRICANE-1
43,371,NOT NAMED,26.1,-85.2,85,974,1900,0.0,HURRICANE-2
44,371,NOT NAMED,26.5,-86.2,95,0,1900,0.0,HURRICANE-2
45,371,NOT NAMED,26.8,-87.4,105,0,1900,0.0,HURRICANE-3
46,371,NOT NAMED,27.0,-88.7,115,0,1900,0.0,HURRICANE-4
47,371,NOT NAMED,27.2,-89.7,125,0,1900,0.0,HURRICANE-4
48,371,NOT NAMED,27.4,-90.6,125,0,1900,0.0,HURRICANE-4
49,371,NOT NAMED,27.6,-91.5,125,0,1900,0.0,HURRICANE-4
50,371,NOT NAMED,27.8,-92.4,125,0,1900,0.0,HURRICANE-4
51,371,NOT NAMED,28.2,-93.5,125,0,1900,0.0,HURRICANE-4
52,371,NOT NAMED,28.9,-94.7,125,936,1900,0.0,HURRICANE-4
53,371,NOT NAMED,29.8,-95.9,90,0,1900,0.0,HURRICANE-2
54,371,NOT NAMED,31.0,-96.9,65,0,1900,0.0,HURRICANE-1
55,371,NOT NAMED,32.2,-97.6,50,0,1900,0.0,TROPICAL STORM
56,371,NOT NAMED,33.4,-97.8,45,0,1900,0.0,TROPICAL STORM
57,371,NOT NAMED,34.7,-97.8,40,0,1900,0.0,TROPICAL STORM
58,371,NOT NAMED,36.0,-97.6,35,0,1900,0.0,TROPICAL STORM
59,371,NOT NAMED,37.4,-97.3,30,0,1900,0.0,TROPICAL DEPRESSION
60,371,NOT NAMED,38.8,-96.5,30,0,1900,0.0,TROPICAL DEPRESSION
61,371,NOT NAMED,40.2,-95.1,30,0,1900,0.0,TROPICAL DEPRESSION
62,371,NOT NAMED,41.5,-92.4,40,0,1900,0.0,EXTRATROPICAL STORM
63,371,NOT NAMED,42.6,-88.6,50,0,1900,0.0,EXTRATROPICAL STORM
64,371,NOT NAMED,43.4,-84.2,55,0,1900,0.0,EXTRATROPICAL STORM
65,371,NOT NAMED,44.3,-79.4,60,0,1900,0.0,EXTRATROPICAL STORM
66,371,NOT NAMED,45.2,-74.5,65,0,1900,0.0,EXTRATROPICAL STORM-1
67,371,NOT NAMED,46.3,-69.3,65,0,1900,0.0,EXTRATROPICAL STORM-1
