,ID,name,lat,long,ws,cp,year,day,cat
7960,764,BAKER,0.0,0.0,0,0,1950,18495.0,UNKNOWN
7961,764,BAKER,16.3,-55.0,60,0,1950,18495.25,TROPICAL STORM
7962,764,BAKER,16.5,-56.5,60,0,1950,18495.5,TROPICAL STORM
7963,764,BAKER,16.5,-57.4,65,0,1950,18495.75,HURRICANE-1
7964,764,BAKER,16.6,-58.3,80,0,1950,18496.0,HURRICANE-1
7965,764,BAKER,16.6,-59.2,95,0,1950,18496.25,HURRICANE-2
7966,764,BAKER,16.7,-60.0,105,0,1950,18496.5,HURRICANE-3
7967,764,BAKER,16.6,-60.7,100,0,1950,18496.75,HURRICANE-3
7968,764,BAKER,16.5,-61.3,90,0,1950,18497.0,HURRICANE-2
7969,764,BAKER,16.6,-61.8,80,0,1950,18497.25,HURRICANE-1
7970,764,BAKER,16.7,-62.4,70,0,1950,18497.5,HURRICANE-1
7971,764,BAKER,16.8,-63.1,60,0,1950,18497.75,TROPICAL STORM
7972,764,BAKER,17.0,-64.0,50,0,1950,18498.0,TROPICAL STORM
7973,764,BAKER,17.3,-65.0,40,0,1950,18498.25,TROPICAL STORM
7974,764,BAKER,17.6,-66.0,35,0,1950,18498.5,TROPICAL STORM
7975,764,BAKER,18.0,-67.0,30,0,1950,18498.75,TROPICAL DEPRESSION
7976,764,BAKER,18.6,-68.3,30,0,1950,18499.0,TROPICAL DEPRESSION
7977,764,BAKER,19.4,-70.0,25,0,1950,18499.25,TROPICAL DEPRESSION
7978,764,BAKER,20.3,-71.7,25,0,1950,18499.5,TROPICAL DEPRESSION
7979,764,BAKER,20.9,-73.4,25,0,1950,18499.75,TROPICAL DEPRESSION
7980,764,BAKER,21.3,-75.1,25,0,1950,18500.0,TROPICAL DEPRESSION
7981,764,BAKER,21.6,-77.0,25,0,1950,18500.25,TROPICAL DEPRESSION
7982,764,BAKER,21.8,-78.4,30,0,1950,18500.5,TROPICAL DEPRESSION
7983,764,BAKER,21.8,-79.3,30,0,1950,18500.75,TROPICAL DEPRESSION
7984,764,BAKER,21.7,-80.1,35,0,1950,18501.0,TROPICAL STORM
7985,764,BAKER,21.8,-81.0,35,0,1950,18501.25,TROPICAL STORM
7986,764,BAKER,21.8,-81.8,40,0,1950,18501.5,TROPICAL STORM
7987,764,BAKER,21.9,-82.6,40,0,1950,18501.75,TROPICAL STORM
7988,764,BAKER,22.0,-83.3,45,0,1950,18502.0,TROPICAL STORM
7989,764,BAKER,22.1,-84.1,50,0,1950,18502.25,TROPICAL STORM
7990,764,BAKER,22.2,-84.8,50,0,1950,18502.5,TROPICAL STORM
7991,764,BAKER,22.3,-85.6,55,0,1950,18502.75,TROPICAL STORM
7992,764,BAKER,22.6,-86.4,55,0,1950,18503.0,TROPICAL STORM
7993,764,BAKER,22.9,-87.2,60,0,1950,18503.25,TROPICAL STORM
7994,764,BAKER,23.2,-87.7,65,0,1950,18503.5,HURRICANE-1
7995,764,BAKER,23.4,-88.0,65,0,1950,18503.75,HURRICANE-1
7996,764,BAKER,23.6,-88.3,70,0,1950,18504.0,HURRICANE-1
7997,764,BAKER,23.9,-88.6,75,0,1950,18504.25,HURRICANE-1
7998,764,BAKER,24.4,-88.9,80,0,1950,18504.5,HURRICANE-1
7999,764,BAKER,25.0,-89.1,85,0,1950,18504.75,HURRICANE-2
8000,764,BAKER,25.6,-89.2,90,0,1950,18505.0,HURRICANE-2
8001,764,BAKER,26.3,-89.3,90,979,1950,18505.25,HURRICANE-2
8002,764,BAKER,27.2,-89.2,95,0,1950,18505.5,HURRICANE-2
8003,764,BAKER,28.2,-88.7,95,0,1950,18505.75,HURRICANE-2
8004,764,BAKER,29.4,-88.1,75,0,1950,18506.0,HURRICANE-1
8005,764,BAKER,30.8,-87.8,65,0,1950,18506.25,HURRICANE-1
8006,764,BAKER,32.2,-87.9,50,0,1950,18506.5,TROPICAL STORM
8007,764,BAKER,33.2,-88.1,35,0,1950,18506.75,TROPICAL STORM
8008,764,BAKER,34.3,-88.5,25,0,1950,18507.0,TROPICAL DEPRESSION
8009,764,BAKER,35.2,-88.9,20,0,1950,18507.25,TROPICAL DEPRESSION
8010,764,BAKER,36.0,-89.3,15,0,1950,18507.5,TROPICAL DEPRESSION
8011,764,BAKER,37.0,-89.9,15,0,1950,18507.75,TROPICAL DEPRESSION
