,ID,name,lat,long,ws,cp,year,day,cat
4444,571,NOT NAMED,0.0,0.0,0,0,1929,10881.0,UNKNOWN
4445,571,NOT NAMED,0.0,0.0,0,0,1929,10881.25,UNKNOWN
4446,571,NOT NAMED,30.8,-39.6,35,0,1929,10881.5,TROPICAL STORM
4447,571,NOT NAMED,30.7,-40.2,35,0,1929,10881.75,TROPICAL STORM
4448,571,NOT NAMED,30.6,-40.8,40,0,1929,10882.0,TROPICAL STORM
4449,571,NOT NAMED,30.5,-41.4,40,0,1929,10882.25,TROPICAL STORM
4450,571,NOT NAMED,30.4,-42.0,45,0,1929,10882.5,TROPICAL STORM
4451,571,NOT NAMED,30.2,-42.6,50,0,1929,10882.75,TROPICAL STORM
4452,571,NOT NAMED,30.0,-43.1,50,0,1929,10883.0,TROPICAL STORM
4453,571,NOT NAMED,29.9,-43.6,55,0,1929,10883.25,TROPICAL STORM
4454,571,NOT NAMED,29.7,-44.2,65,0,1929,10883.5,HURRICANE-1
4455,571,NOT NAMED,29.8,-45.0,70,0,1929,10883.75,HURRICANE-1
4456,571,NOT NAMED,31.0,-47.0,70,0,1929,10884.0,HURRICANE-1
4457,571,NOT NAMED,31.7,-47.6,70,0,1929,10884.25,HURRICANE-1
4458,571,NOT NAMED,32.0,-48.2,70,0,1929,10884.5,HURRICANE-1
4459,571,NOT NAMED,31.5,-48.5,70,0,1929,10884.75,HURRICANE-1
4460,571,NOT NAMED,30.9,-48.9,70,0,1929,10885.0,HURRICANE-1
4461,571,NOT NAMED,30.3,-49.0,70,0,1929,10885.25,HURRICANE-1
4462,571,NOT NAMED,29.7,-48.9,75,0,1929,10885.5,HURRICANE-1
4463,571,NOT NAMED,29.1,-48.8,75,0,1929,10885.75,HURRICANE-1
4464,571,NOT NAMED,28.6,-48.6,75,0,1929,10886.0,HURRICANE-1
4465,571,NOT NAMED,28.1,-48.4,75,0,1929,10886.25,HURRICANE-1
4466,571,NOT NAMED,27.6,-47.9,80,0,1929,10886.5,HURRICANE-1
4467,571,NOT NAMED,27.8,-47.3,80,0,1929,10886.75,HURRICANE-1
4468,571,NOT NAMED,28.9,-46.5,80,0,1929,10887.0,HURRICANE-1
4469,571,NOT NAMED,30.5,-45.6,80,0,1929,10887.25,HURRICANE-1
4470,571,NOT NAMED,32.3,-45.2,80,0,1929,10887.5,HURRICANE-1
4471,571,NOT NAMED,34.1,-46.1,75,0,1929,10887.75,HURRICANE-1
4472,571,NOT NAMED,36.0,-47.0,70,0,1929,10888.0,HURRICANE-1
4473,571,NOT NAMED,38.0,-47.1,70,0,1929,10888.25,EXTRATROPICAL STORM-1
4474,571,NOT NAMED,40.3,-47.4,65,0,1929,10888.5,EXTRATROPICAL STORM-1
4475,571,NOT NAMED,41.8,-46.6,65,0,1929,10888.75,EXTRATROPICAL STORM-1
