,ID,name,lat,long,ws,cp,year,day,cat
13032,958,LAURIE,17.3,-85.1,25,1007,1969,25493.0,TROPICAL DEPRESSION
13033,958,LAURIE,17.6,-85.4,25,0,1969,25493.25,TROPICAL DEPRESSION
13034,958,LAURIE,17.9,-85.7,25,0,1969,25493.5,TROPICAL DEPRESSION
13035,958,LAURIE,18.1,-85.9,25,0,1969,25493.75,TROPICAL DEPRESSION
13036,958,LAURIE,18.3,-86.1,25,0,1969,25494.0,TROPICAL DEPRESSION
13037,958,LAURIE,18.7,-86.5,25,0,1969,25494.25,TROPICAL DEPRESSION
13038,958,LAURIE,19.1,-86.9,25,0,1969,25494.5,TROPICAL DEPRESSION
13039,958,LAURIE,19.7,-87.6,30,0,1969,25494.75,TROPICAL DEPRESSION
13040,958,LAURIE,20.4,-88.3,30,1005,1969,25495.0,TROPICAL DEPRESSION
13041,958,LAURIE,21.0,-89.0,30,0,1969,25495.25,TROPICAL DEPRESSION
13042,958,LAURIE,21.5,-89.5,45,1000,1969,25495.5,TROPICAL STORM
13043,958,LAURIE,22.4,-90.2,45,0,1969,25495.75,TROPICAL STORM
13044,958,LAURIE,23.3,-90.8,50,0,1969,25496.0,TROPICAL STORM
13045,958,LAURIE,23.8,-90.9,55,0,1969,25496.25,TROPICAL STORM
13046,958,LAURIE,24.3,-91.0,65,993,1969,25496.5,HURRICANE-1
13047,958,LAURIE,24.9,-91.1,70,0,1969,25496.75,HURRICANE-1
13048,958,LAURIE,25.8,-91.0,70,973,1969,25497.0,HURRICANE-1
13049,958,LAURIE,26.2,-90.4,75,0,1969,25497.25,HURRICANE-1
13050,958,LAURIE,26.3,-89.6,90,973,1969,25497.5,HURRICANE-2
13051,958,LAURIE,26.3,-88.9,90,0,1969,25497.75,HURRICANE-2
13052,958,LAURIE,26.2,-88.3,85,980,1969,25498.0,HURRICANE-2
13053,958,LAURIE,26.0,-87.5,80,0,1969,25498.25,HURRICANE-1
13054,958,LAURIE,25.4,-86.8,75,987,1969,25498.5,HURRICANE-1
13055,958,LAURIE,25.1,-86.5,70,0,1969,25498.75,HURRICANE-1
13056,958,LAURIE,24.7,-86.2,65,992,1969,25499.0,HURRICANE-1
13057,958,LAURIE,24.4,-86.1,60,0,1969,25499.25,TROPICAL STORM
13058,958,LAURIE,24.1,-86.2,45,0,1969,25499.5,TROPICAL STORM
13059,958,LAURIE,23.8,-86.8,40,0,1969,25499.75,TROPICAL STORM
13060,958,LAURIE,23.6,-87.5,35,0,1969,25500.0,TROPICAL STORM
13061,958,LAURIE,23.5,-88.0,35,0,1969,25500.25,TROPICAL STORM
13062,958,LAURIE,23.4,-88.6,35,1001,1969,25500.5,TROPICAL STORM
13063,958,LAURIE,23.2,-89.5,30,0,1969,25500.75,TROPICAL DEPRESSION
13064,958,LAURIE,23.1,-90.4,30,0,1969,25501.0,TROPICAL DEPRESSION
13065,958,LAURIE,22.9,-91.1,30,0,1969,25501.25,TROPICAL DEPRESSION
13066,958,LAURIE,22.4,-91.7,25,1007,1969,25501.5,TROPICAL DEPRESSION
13067,958,LAURIE,22.0,-92.2,25,0,1969,25501.75,TROPICAL DEPRESSION
13068,958,LAURIE,21.4,-92.6,30,0,1969,25502.0,TROPICAL DEPRESSION
13069,958,LAURIE,20.8,-92.9,30,0,1969,25502.25,TROPICAL DEPRESSION
13070,958,LAURIE,20.1,-93.0,30,0,1969,25502.5,TROPICAL DEPRESSION
13071,958,LAURIE,19.4,-93.0,30,1006,1969,25502.75,TROPICAL DEPRESSION
13072,958,LAURIE,18.7,-93.1,25,0,1969,25503.0,TROPICAL DEPRESSION
13073,958,LAURIE,18.0,-93.1,20,0,1969,25503.25,TROPICAL DEPRESSION
13074,958,LAURIE,0.0,0.0,0,0,1969,25503.5,UNKNOWN
13075,958,LAURIE,0.0,0.0,0,0,1969,25503.75,UNKNOWN
