,ID,name,lat,long,ws,cp,year,day,cat
16968,1146,HUGO,0.0,0.0,0,0,1989,32761.0,UNKNOWN
16969,1146,HUGO,0.0,0.0,0,0,1989,32761.25,UNKNOWN
16970,1146,HUGO,13.2,-20.0,25,1010,1989,32761.5,TROPICAL DEPRESSION
16971,1146,HUGO,13.3,-21.8,25,1010,1989,32761.75,TROPICAL DEPRESSION
16972,1146,HUGO,13.2,-23.7,30,1009,1989,32762.0,TROPICAL DEPRESSION
16973,1146,HUGO,13.0,-25.5,30,1007,1989,32762.25,TROPICAL DEPRESSION
16974,1146,HUGO,12.8,-27.3,30,1005,1989,32762.5,TROPICAL DEPRESSION
16975,1146,HUGO,12.5,-29.2,35,1003,1989,32762.75,TROPICAL STORM
16976,1146,HUGO,12.5,-31.0,40,1002,1989,32763.0,TROPICAL STORM
16977,1146,HUGO,12.5,-32.9,45,1000,1989,32763.25,TROPICAL STORM
16978,1146,HUGO,12.5,-34.8,45,998,1989,32763.5,TROPICAL STORM
16979,1146,HUGO,12.6,-36.7,50,996,1989,32763.75,TROPICAL STORM
16980,1146,HUGO,12.6,-38.2,55,994,1989,32764.0,TROPICAL STORM
16981,1146,HUGO,12.7,-40.0,55,992,1989,32764.25,TROPICAL STORM
16982,1146,HUGO,12.8,-41.8,60,990,1989,32764.5,TROPICAL STORM
16983,1146,HUGO,12.8,-43.5,65,987,1989,32764.75,HURRICANE-1
16984,1146,HUGO,12.9,-44.9,70,984,1989,32765.0,HURRICANE-1
16985,1146,HUGO,13.0,-46.3,80,980,1989,32765.25,HURRICANE-1
16986,1146,HUGO,13.2,-47.8,85,975,1989,32765.5,HURRICANE-2
16987,1146,HUGO,13.6,-49.1,90,970,1989,32765.75,HURRICANE-2
16988,1146,HUGO,13.8,-50.5,100,962,1989,32766.0,HURRICANE-3
16989,1146,HUGO,14.0,-51.9,110,957,1989,32766.25,HURRICANE-3
16990,1146,HUGO,14.2,-53.3,125,940,1989,32766.5,HURRICANE-4
16991,1146,HUGO,14.6,-54.6,140,918,1989,32766.75,HURRICANE-5
16992,1146,HUGO,14.8,-56.1,135,923,1989,32767.0,HURRICANE-4
16993,1146,HUGO,15.1,-57.3,130,927,1989,32767.25,HURRICANE-4
16994,1146,HUGO,15.4,-58.4,120,940,1989,32767.5,HURRICANE-4
16995,1146,HUGO,15.8,-59.4,120,941,1989,32767.75,HURRICANE-4
16996,1146,HUGO,16.1,-60.4,120,941,1989,32768.0,HURRICANE-4
16997,1146,HUGO,16.4,-61.5,120,943,1989,32768.25,HURRICANE-4
16998,1146,HUGO,16.6,-62.5,125,949,1989,32768.5,HURRICANE-4
16999,1146,HUGO,16.9,-63.5,125,945,1989,32768.75,HURRICANE-4
17000,1146,HUGO,17.2,-64.1,130,934,1989,32769.0,HURRICANE-4
17001,1146,HUGO,17.7,-64.8,120,940,1989,32769.25,HURRICANE-4
17002,1146,HUGO,18.2,-65.5,110,945,1989,32769.5,HURRICANE-3
17003,1146,HUGO,19.1,-66.4,105,958,1989,32769.75,HURRICANE-3
17004,1146,HUGO,19.7,-66.8,100,959,1989,32770.0,HURRICANE-3
17005,1146,HUGO,20.7,-67.3,90,962,1989,32770.25,HURRICANE-2
17006,1146,HUGO,21.6,-68.0,90,964,1989,32770.5,HURRICANE-2
17007,1146,HUGO,22.6,-68.6,90,966,1989,32770.75,HURRICANE-2
17008,1146,HUGO,23.5,-69.3,90,957,1989,32771.0,HURRICANE-2
17009,1146,HUGO,24.4,-70.1,90,957,1989,32771.25,HURRICANE-2
17010,1146,HUGO,25.2,-71.0,95,958,1989,32771.5,HURRICANE-2
17011,1146,HUGO,26.3,-72.2,95,953,1989,32771.75,HURRICANE-2
17012,1146,HUGO,27.2,-73.4,100,950,1989,32772.0,HURRICANE-3
17013,1146,HUGO,28.0,-74.9,100,950,1989,32772.25,HURRICANE-3
17014,1146,HUGO,29.0,-76.1,110,948,1989,32772.5,HURRICANE-3
17015,1146,HUGO,30.2,-77.5,120,944,1989,32772.75,HURRICANE-4
17016,1146,HUGO,31.7,-78.8,120,935,1989,32773.0,HURRICANE-4
17017,1146,HUGO,33.5,-80.3,85,952,1989,32773.25,HURRICANE-2
17018,1146,HUGO,35.9,-81.7,55,975,1989,32773.5,TROPICAL STORM
17019,1146,HUGO,38.5,-81.8,40,987,1989,32773.75,TROPICAL STORM
17020,1146,HUGO,42.2,-80.2,35,988,1989,32774.0,EXTRATROPICAL STORM
17021,1146,HUGO,46.0,-74.5,40,990,1989,32774.25,EXTRATROPICAL STORM
17022,1146,HUGO,49.0,-69.0,40,992,1989,32774.5,EXTRATROPICAL STORM
17023,1146,HUGO,51.0,-65.0,40,993,1989,32774.75,EXTRATROPICAL STORM
17024,1146,HUGO,52.0,-62.0,40,994,1989,32775.0,EXTRATROPICAL STORM
17025,1146,HUGO,52.5,-60.5,40,993,1989,32775.25,EXTRATROPICAL STORM
17026,1146,HUGO,53.0,-59.5,40,991,1989,32775.5,EXTRATROPICAL STORM
17027,1146,HUGO,53.5,-58.5,40,989,1989,32775.75,EXTRATROPICAL STORM
17028,1146,HUGO,54.0,-57.0,40,983,1989,32776.0,EXTRATROPICAL STORM
17029,1146,HUGO,56.0,-52.0,40,979,1989,32776.25,EXTRATROPICAL STORM
17030,1146,HUGO,58.0,-46.0,40,974,1989,32776.5,EXTRATROPICAL STORM
17031,1146,HUGO,0.0,0.0,0,0,1989,32776.75,UNKNOWN
