,ID,name,lat,long,ws,cp,year,day,cat
5416,619,NOT NAMED,0.0,0.0,0,0,1934,12657.0,UNKNOWN
5417,619,NOT NAMED,27.2,-88.0,35,0,1934,12657.25,TROPICAL STORM
5418,619,NOT NAMED,27.2,-89.8,40,0,1934,12657.5,TROPICAL STORM
5419,619,NOT NAMED,27.3,-90.6,45,0,1934,12657.75,TROPICAL STORM
5420,619,NOT NAMED,27.7,-91.5,50,0,1934,12658.0,TROPICAL STORM
5421,619,NOT NAMED,28.5,-92.7,55,0,1934,12658.25,TROPICAL STORM
5422,619,NOT NAMED,29.2,-93.8,60,0,1934,12658.5,TROPICAL STORM
5423,619,NOT NAMED,29.2,-94.5,65,0,1934,12658.75,HURRICANE-1
5424,619,NOT NAMED,29.0,-94.9,70,0,1934,12659.0,HURRICANE-1
5425,619,NOT NAMED,28.6,-95.3,70,0,1934,12659.25,HURRICANE-1
5426,619,NOT NAMED,28.2,-95.5,70,0,1934,12659.5,HURRICANE-1
5427,619,NOT NAMED,27.9,-95.6,70,0,1934,12659.75,HURRICANE-1
5428,619,NOT NAMED,27.6,-95.6,60,0,1934,12660.0,TROPICAL STORM
5429,619,NOT NAMED,27.3,-95.6,60,0,1934,12660.25,TROPICAL STORM
5430,619,NOT NAMED,26.9,-95.6,55,0,1934,12660.5,TROPICAL STORM
5431,619,NOT NAMED,26.4,-95.5,55,0,1934,12660.75,TROPICAL STORM
5432,619,NOT NAMED,25.9,-95.5,55,0,1934,12661.0,TROPICAL STORM
5433,619,NOT NAMED,25.5,-95.5,50,0,1934,12661.25,TROPICAL STORM
5434,619,NOT NAMED,25.1,-95.5,50,0,1934,12661.5,TROPICAL STORM
5435,619,NOT NAMED,24.8,-95.5,45,0,1934,12661.75,TROPICAL STORM
5436,619,NOT NAMED,24.4,-95.5,45,0,1934,12662.0,TROPICAL STORM
5437,619,NOT NAMED,24.0,-95.6,45,0,1934,12662.25,TROPICAL STORM
5438,619,NOT NAMED,23.5,-96.0,45,0,1934,12662.5,TROPICAL STORM
5439,619,NOT NAMED,22.9,-96.7,40,0,1934,12662.75,TROPICAL STORM
5440,619,NOT NAMED,22.5,-97.4,40,0,1934,12663.0,TROPICAL STORM
5441,619,NOT NAMED,22.3,-98.0,35,0,1934,12663.25,TROPICAL STORM
5442,619,NOT NAMED,22.1,-98.6,35,0,1934,12663.5,TROPICAL STORM
5443,619,NOT NAMED,21.9,-10.0,20,0,1934,12663.75,TROPICAL DEPRESSION
