,ID,name,lat,long,ws,cp,year,day,cat
13920,1008,FIFI,0.0,0.0,0,0,1974,27286.0,UNKNOWN
13921,1008,FIFI,0.0,0.0,0,0,1974,27286.25,UNKNOWN
13922,1008,FIFI,15.3,-65.0,30,0,1974,27286.5,TROPICAL DEPRESSION
13923,1008,FIFI,15.7,-66.5,30,0,1974,27286.75,TROPICAL DEPRESSION
13924,1008,FIFI,16.0,-68.0,30,0,1974,27287.0,TROPICAL DEPRESSION
13925,1008,FIFI,16.3,-69.5,30,0,1974,27287.25,TROPICAL DEPRESSION
13926,1008,FIFI,16.5,-71.0,30,0,1974,27287.5,TROPICAL DEPRESSION
13927,1008,FIFI,16.8,-72.5,30,0,1974,27287.75,TROPICAL DEPRESSION
13928,1008,FIFI,17.0,-74.0,30,0,1974,27288.0,TROPICAL DEPRESSION
13929,1008,FIFI,17.0,-75.5,30,0,1974,27288.25,TROPICAL DEPRESSION
13930,1008,FIFI,17.0,-77.0,30,0,1974,27288.5,TROPICAL DEPRESSION
13931,1008,FIFI,17.0,-77.8,35,1005,1974,27288.75,TROPICAL STORM
13932,1008,FIFI,17.0,-78.7,50,0,1974,27289.0,TROPICAL STORM
13933,1008,FIFI,16.9,-79.5,60,993,1974,27289.25,TROPICAL STORM
13934,1008,FIFI,16.6,-80.2,70,0,1974,27289.5,HURRICANE-1
13935,1008,FIFI,16.4,-81.0,75,0,1974,27289.75,HURRICANE-1
13936,1008,FIFI,16.3,-81.7,80,0,1974,27290.0,HURRICANE-1
13937,1008,FIFI,16.3,-82.4,85,977,1974,27290.25,HURRICANE-2
13938,1008,FIFI,16.3,-83.5,90,0,1974,27290.5,HURRICANE-2
13939,1008,FIFI,16.3,-84.7,95,0,1974,27290.75,HURRICANE-2
13940,1008,FIFI,16.2,-85.7,95,0,1974,27291.0,HURRICANE-2
13941,1008,FIFI,16.1,-86.6,95,0,1974,27291.25,HURRICANE-2
13942,1008,FIFI,16.1,-87.5,95,971,1974,27291.5,HURRICANE-2
13943,1008,FIFI,16.3,-88.2,90,0,1974,27291.75,HURRICANE-2
13944,1008,FIFI,16.7,-89.2,60,0,1974,27292.0,TROPICAL STORM
13945,1008,FIFI,16.8,-90.5,60,0,1974,27292.25,TROPICAL STORM
13946,1008,FIFI,16.9,-92.0,45,0,1974,27292.5,TROPICAL STORM
13947,1008,FIFI,17.0,-93.5,30,0,1974,27292.75,TROPICAL DEPRESSION
13948,1008,FIFI,17.2,-95.0,30,0,1974,27293.0,TROPICAL DEPRESSION
13949,1008,FIFI,17.5,-97.1,30,0,1974,27293.25,TROPICAL DEPRESSION
13950,1008,FIFI,17.5,-99.0,30,0,1974,27293.5,TROPICAL DEPRESSION
13951,1008,FIFI,17.6,-99.8,30,0,1974,27293.75,TROPICAL DEPRESSION
13952,1008,FIFI,17.5,-10.1,35,0,1974,27294.0,TROPICAL STORM
13953,1008,FIFI,17.7,-102.5,35,0,1974,27294.25,TROPICAL STORM
13954,1008,FIFI,17.7,-104.3,35,0,1974,27294.5,TROPICAL STORM
13955,1008,FIFI,0.0,0.0,0,0,1974,27294.75,UNKNOWN
