,ID,name,lat,long,ws,cp,year,day,cat
23143,1460,IDA,11.0,-81.3,35,1007,2009,40121.25,Tropical
23144,1460,IDA,11.4,-81.8,40,1004,2009,40121.5,Tropical
23145,1460,IDA,11.8,-82.3,50,998,2009,40121.75,Tropical
23146,1460,IDA,12.3,-82.8,65,995,2009,40122.0,Tropical
23147,1460,IDA,12.6,-83.3,75,987,2009,40122.25,HURRICANE-1
23148,1460,IDA,12.9,-83.6,80,985,2009,40122.5,HURRICANE-1
23149,1460,IDA,13.2,-83.8,60,996,2009,40122.75,Tropical
23150,1460,IDA,13.6,-83.9,40,1003,2009,40123.0,Tropical
23151,1460,IDA,14.1,-84.0,35,1005,2009,40123.25,Tropical
23152,1460,IDA,14.7,-83.9,35,1006,2009,40123.5,Tropical
23153,1460,IDA,15.4,-83.9,35,1007,2009,40123.75,Tropical
23154,1460,IDA,16.1,-84.0,35,1006,2009,40124.0,Tropical
23155,1460,IDA,16.8,-84.0,40,1004,2009,40124.25,Tropical
23156,1460,IDA,17.7,-84.0,65,997,2009,40124.5,Tropical
23157,1460,IDA,18.7,-84.1,70,990,2009,40124.75,Tropical
23158,1460,IDA,19.5,-84.5,80,987,2009,40125.0,HURRICANE-1
23159,1460,IDA,20.1,-85.3,90,984,2009,40125.25,HURRICANE-1
23160,1460,IDA,20.9,-85.8,100,983,2009,40125.5,HURRICANE-2
23161,1460,IDA,21.9,-86.2,100,975,2009,40125.75,HURRICANE-2
23162,1460,IDA,23.0,-86.5,105,979,2009,40126.0,HURRICANE-2
23163,1460,IDA,24.4,-87.5,90,988,2009,40126.25,HURRICANE-1
23164,1460,IDA,26.3,-88.3,70,989,2009,40126.5,Tropical
23165,1460,IDA,27.9,-88.6,75,990,2009,40126.75,HURRICANE-1
23166,1460,IDA,28.9,-88.7,70,993,2009,40127.0,Tropical
23167,1460,IDA,29.8,-88.6,60,998,2009,40127.25,Tropical
23168,1460,IDA,30.3,-88.0,40,999,2009,40127.5,Extratropical
23169,1460,IDA,30.6,-87.2,35,1002,2009,40127.75,Extratropical
23170,1460,IDA,30.6,-86.3,30,1005,2009,40128.0,Extratropical
23171,1460,IDA,30.8,-85.5,30,1006,2009,40128.25,Extratropical
