,ID,name,lat,long,ws,cp,year,day,cat
2508,488,NOT NAMED,0.0,0.0,0,0,1916,6069.0,UNKNOWN
2509,488,NOT NAMED,13.4,-55.0,35,0,1916,6069.25,TROPICAL STORM
2510,488,NOT NAMED,13.5,-56.4,40,0,1916,6069.5,TROPICAL STORM
2511,488,NOT NAMED,13.6,-57.8,40,0,1916,6069.75,TROPICAL STORM
2512,488,NOT NAMED,13.8,-59.2,45,0,1916,6070.0,TROPICAL STORM
2513,488,NOT NAMED,13.9,-60.6,45,0,1916,6070.25,TROPICAL STORM
2514,488,NOT NAMED,14.0,-62.0,50,0,1916,6070.5,TROPICAL STORM
2515,488,NOT NAMED,14.1,-63.6,50,0,1916,6070.75,TROPICAL STORM
2516,488,NOT NAMED,14.2,-65.3,55,0,1916,6071.0,TROPICAL STORM
2517,488,NOT NAMED,14.3,-66.9,60,0,1916,6071.25,TROPICAL STORM
2518,488,NOT NAMED,14.5,-68.5,60,0,1916,6071.5,TROPICAL STORM
2519,488,NOT NAMED,14.7,-70.0,60,0,1916,6071.75,TROPICAL STORM
2520,488,NOT NAMED,15.0,-71.3,65,0,1916,6072.0,HURRICANE-1
2521,488,NOT NAMED,15.4,-72.6,65,0,1916,6072.25,HURRICANE-1
2522,488,NOT NAMED,16.0,-74.0,70,0,1916,6072.5,HURRICANE-1
2523,488,NOT NAMED,16.8,-75.6,70,0,1916,6072.75,HURRICANE-1
2524,488,NOT NAMED,17.8,-77.3,75,0,1916,6073.0,HURRICANE-1
2525,488,NOT NAMED,18.9,-79.0,75,0,1916,6073.25,HURRICANE-1
2526,488,NOT NAMED,19.8,-80.7,80,0,1916,6073.5,HURRICANE-1
2527,488,NOT NAMED,20.5,-82.4,85,0,1916,6073.75,HURRICANE-2
2528,488,NOT NAMED,21.0,-84.1,90,0,1916,6074.0,HURRICANE-2
2529,488,NOT NAMED,21.5,-85.8,95,0,1916,6074.25,HURRICANE-2
2530,488,NOT NAMED,22.0,-87.6,105,0,1916,6074.5,HURRICANE-3
2531,488,NOT NAMED,22.8,-89.4,110,0,1916,6074.75,HURRICANE-3
2532,488,NOT NAMED,23.7,-91.2,115,0,1916,6075.0,HURRICANE-4
2533,488,NOT NAMED,24.6,-93.0,115,0,1916,6075.25,HURRICANE-4
2534,488,NOT NAMED,25.5,-94.7,115,0,1916,6075.5,HURRICANE-4
2535,488,NOT NAMED,26.4,-96.3,115,932,1916,6075.75,HURRICANE-4
2536,488,NOT NAMED,27.2,-97.8,90,940,1916,6076.0,HURRICANE-2
2537,488,NOT NAMED,28.1,-99.3,60,0,1916,6076.25,TROPICAL STORM
2538,488,NOT NAMED,29.1,-100.7,40,0,1916,6076.5,TROPICAL STORM
2539,488,NOT NAMED,30.1,-101.7,30,0,1916,6076.75,TROPICAL DEPRESSION
2540,488,NOT NAMED,31.2,-102.5,25,0,1916,6077.0,TROPICAL DEPRESSION
2541,488,NOT NAMED,0.0,0.0,0,0,1916,6077.25,UNKNOWN
2542,488,NOT NAMED,0.0,0.0,0,0,1916,6077.5,UNKNOWN
2543,488,NOT NAMED,0.0,0.0,0,0,1916,6077.75,UNKNOWN
